thread server,thread client,epoll server,epoll client
106,112,27,51
130,109,8,44
100,124,18,46
98,117,13,48
113,107,28,60
103,100,13,80
103,115,18,81
84,103,17,48
79,106,28,61
90,129,7,53
150,108,18,51
118,107,17,47
90,105,28,46
82,104,7,50
93,114,18,49
78,109,13,51
116,83,27,67
100,81,7,47
103,80,17,50
92,85,13,51
93,120,26,52
106,81,16,45
121,78,18,62
83,75,12,65
81,77,28,49
82,81,6,45
84,85,13,47
84,100,11,49
88,81,18,54
81,80,7,52
87,80,12,50
87,81,11,68
80,79,18,48
95,80,7,53
83,84,13,60
82,78,11,60
90,101,17,68
78,114,7,56
78,107,12,73
82,110,11,75
83,105,17,67
83,108,7,73
78,105,12,70
94,97,11,75
81,134,20,68
83,122,9,73
92,134,12,76
91,153,12,67
85,135,18,75
91,123,7,76
92,113,12,71
103,109,11,73
100,108,24,73
119,125,8,70
140,107,13,80
158,104,12,78
117,107,17,77
109,119,8,54
120,129,12,44
109,87,11,49
133,102,17,57
119,98,7,58
113,97,13,67
126,82,11,61
163,96,17,59
169,95,7,65
108,94,12,78
93,99,11,79
96,94,18,70
92,106,7,87
90,123,12,61
87,107,11,67
89,156,18,54
93,104,7,75
107,96,12,62
107,113,17,69
103,135,20,63
125,130,8,47
115,106,12,48
89,105,11,43
99,111,17,48
98,131,7,44
139,103,12,42
119,122,11,43
110,106,17,48
91,99,8,46
88,104,13,46
89,109,10,50
100,126,17,46
105,84,7,46
114,104,13,48
111,91,11,55
101,81,17,48
114,87,8,57
145,99,13,63
108,104,11,51
94,99,21,71
104,80,7,68
93,74,13,73
86,83,12,79
104,90,17,79
118,84,7,73
103,127,12,74
133,72,11,77
93,71,17,74
85,85,7,73
111,74,13,76
91,78,13,73
100,72,18,83
93,75,8,75
93,74,13,74
86,77,11,75
81,75,17,75
81,79,7,74
85,106,12,72
102,103,28,73
84,98,32,81
82,89,10,65
86,91,21,76
94,104,21,81
89,87,31,55
116,94,9,71
110,123,19,88
87,108,19,81
110,118,30,75
84,109,8,83
119,109,18,68
109,101,13,87
96,98,27,96
93,99,7,105
91,104,15,92
96,106,11,90
94,107,25,79
99,110,7,74
85,131,17,90
90,107,12,80
86,105,33,71
89,103,8,90
98,98,18,89
101,94,13,91
87,120,30,73
94,118,7,83
107,110,18,52
86,93,13,63
77,104,28,47
97,122,8,45
132,110,17,48
108,98,12,47
87,90,28,49
88,79,8,54
99,74,18,58
104,82,11,56
138,71,26,69
101,69,7,68
94,74,17,67
97,85,12,69
93,105,26,70
114,102,7,68
104,141,17,65
92,128,12,51
98,175,27,51
103,156,6,53
101,127,17,62
103,140,13,66
110,114,27,76
132,85,7,76
187,83,18,79
197,81,11,71
181,86,26,74
156,92,7,74
185,102,18,72
134,112,12,72
83,122,28,73
78,153,7,72
87,116,17,67
83,116,13,68
95,124,28,72
135,118,8,69
152,115,18,60
186,105,11,86
136,110,26,84
110,110,7,75
111,111,17,72
114,129,12,74
140,111,26,74
116,105,7,68
100,103,17,72
92,102,12,80
92,116,27,73
145,107,7,65
119,106,17,74
104,118,13,73
98,173,27,71
103,136,8,75
94,114,19,81
105,107,13,73
97,101,33,43
95,80,7,50
204,74,18,42
298,76,12,44
199,85,26,44
149,95,8,47
173,78,17,42
108,75,12,44
92,79,26,49
87,82,7,51
99,92,15,54
122,79,11,66
94,112,26,66
89,128,7,69
90,104,16,65
93,114,12,70
96,108,24,69
119,114,10,56
87,116,16,64
111,127,12,77
126,101,27,77
106,88,7,90
99,90,16,98
101,88,11,64
110,84,26,60
114,80,8,58
135,86,18,91
108,82,10,67
87,86,26,70
129,69,9,68
85,68,16,64
86,73,13,58
88,87,20,62
83,73,9,67
96,82,13,76
85,86,9,70
79,85,19,66
83,94,6,68
90,92,13,66
86,80,9,65
85,86,33,59
85,96,5,79
102,96,13,70
90,101,9,75
113,81,18,80
91,77,10,75
89,73,12,79
102,68,15,107
89,69,26,82
90,80,8,69
92,81,12,70
88,91,16,69
81,77,21,67
81,73,10,66
76,73,12,64
75,76,16,71
83,95,18,72
96,82,10,72
81,80,12,94
76,79,12,85
77,82,18,68
78,93,14,78
89,83,13,64
112,76,13,70
84,73,18,70
82,75,10,67
77,74,17,77
95,74,10,70
84,73,25,75
111,81,10,94
80,76,18,107
76,74,12,50
74,73,29,48
79,76,11,54
79,76,16,52
72,73,12,54
77,102,24,51
75,74,11,54
73,73,17,55
75,73,11,52
71,75,25,52
76,72,6,63
74,72,16,54
72,75,12,44
73,80,35,51
75,97,10,44
72,88,18,48
73,99,11,52
74,108,24,51
79,83,6,46
83,76,14,51
101,76,13,54
85,79,23,43
93,97,8,50
84,126,12,52
106,121,16,52
98,170,22,63
91,230,8,84
82,175,13,73
106,130,16,73
136,122,21,74
106,112,15,77
112,113,11,74
153,129,24,74
412,112,23,94
170,106,12,74
130,104,13,65
107,107,13,70
98,105,18,69
135,109,15,69
95,106,12,66
89,104,12,66
77,108,19,71
75,104,8,67
74,106,13,68
74,128,12,68
84,107,19,66
97,105,8,64
81,101,13,73
81,105,12,69
72,108,19,72
83,112,15,69
83,109,12,69
78,99,13,68
77,106,18,71
76,101,8,64
79,108,13,91
89,102,13,88
112,104,18,71
130,95,9,70
97,99,12,69
89,110,9,70
86,94,33,71
101,92,8,64
82,95,23,80
86,95,17,65
78,104,33,71
75,105,14,69
83,113,19,69
79,118,16,73
75,104,27,68
75,94,11,70
94,92,16,79
89,107,12,67
102,96,28,67
109,106,13,73
91,100,18,70
96,103,16,73
130,95,26,73
113,102,12,86
104,115,15,75
106,104,14,74
122,105,19,76
100,95,12,72
167,95,18,73
95,96,11,80
104,96,20,97
90,97,10,74
82,95,17,81
102,95,12,81
86,97,29,76
82,94,17,76
81,94,14,74
78,110,13,77
81,119,20,72
101,115,14,70
86,106,11,68
81,107,14,65
88,118,19,69
85,125,8,67
120,138,13,73
114,112,13,64
131,128,20,68
111,104,8,71
120,103,13,69
149,90,14,72
138,167,18,66
202,165,8,78
110,127,12,70
147,125,12,69
92,121,19,70
131,103,8,70
126,90,16,66
204,89,9,68
200,85,18,68
122,102,10,75
116,102,12,70
101,93,12,67
87,98,19,67
79,103,7,68
78,123,13,68
74,116,12,67
124,105,17,74
110,102,10,81
100,97,13,91
100,89,12,72
119,89,19,77
141,89,9,91
94,77,13,79
100,73,12,83
86,75,18,74
73,73,9,79
115,75,11,63
108,95,13,42
113,105,18,45
88,81,8,77
83,85,13,70
88,86,11,50
81,76,17,48
80,73,7,47
92,72,12,49
113,90,12,47
90,104,18,50
98,91,14,47
101,87,10,51
93,84,11,55
90,82,17,61
90,84,7,51
103,85,15,52
87,78,9,51
101,81,20,46
84,75,10,46
83,75,13,46
85,76,13,45
95,73,18,54
105,80,11,64
105,94,39,48
85,88,13,45
83,84,19,47
84,92,10,51
77,76,14,52
74,80,12,63
79,81,18,47
102,98,8,48
92,110,13,50
86,193,12,52
119,106,19,52
179,146,10,52
100,98,14,45
89,97,13,47
87,96,19,48
94,101,8,56
92,115,13,71
95,94,12,44
89,95,18,44
92,93,7,43
84,97,15,44
80,129,19,44
85,96,34,44
86,110,17,45
97,109,27,46
78,114,14,46
80,99,30,44
81,111,7,43
85,96,16,44
83,118,12,43
102,121,28,44
113,129,12,54
118,114,15,69
116,111,12,72
129,107,28,63
122,111,8,55
115,111,15,50
98,99,12,51
146,106,27,50
115,103,7,49
101,103,15,50
79,97,12,51
80,98,27,49
102,100,12,48
99,94,15,48
96,175,11,48
103,222,27,47
91,143,8,47
156,149,16,50
105,138,12,49
115,106,27,55
107,105,7,52
14,117,37,49
417,87,11,50
181,89,27,50
179,81,13,50
116,92,15,50
145,81,12,52
114,78,28,54
105,79,6,51
89,79,15,49
87,80,12,51
79,93,27,56
79,101,7,56
79,96,15,49
76,113,11,48
78,115,27,55
78,104,12,55
77,107,14,71
90,113,11,81
109,113,27,77
95,106,9,52
91,105,14,63
104,109,11,60
135,99,27,58
123,110,7,68
104,106,15,55
83,108,11,54
89,108,28,69
85,106,12,74
130,101,15,73
108,111,12,70
103,105,26,70
90,104,8,70
125,105,15,70
95,107,17,71
93,110,27,71
93,110,7,73
97,156,15,71
105,95,11,69
93,93,27,77
92,112,7,69
91,84,15,71
92,102,12,70
88,105,27,74
88,99,7,80
106,103,15,80
92,103,11,64
102,96,26,55
91,99,7,51
183,123,15,52
103,126,11,62
113,112,27,69
121,84,15,70
115,80,13,66
95,79,12,58
89,80,26,42
140,81,7,42
128,103,15,43
110,94,11,43
89,88,27,42
82,93,12,42
77,87,15,43
94,89,11,54
93,87,33,51
96,91,8,53
118,147,15,62
89,190,12,55
98,181,27,49
103,127,7,47
109,148,15,51
97,110,11,45
114,105,27,49
141,110,7,48
221,98,15,47
151,103,12,51
143,103,27,51
135,101,10,44
92,100,15,47
91,102,11,52
88,106,28,64
88,106,9,79
106,94,15,52
95,100,12,51
83,107,27,70
87,106,7,54
91,92,15,54
80,125,11,61
94,103,28,65
82,101,7,65
78,98,14,65
83,103,11,58
93,103,26,51
80,92,12,55
113,94,15,53
90,104,12,57
99,100,43,61
104,108,6,58
89,99,15,49
93,104,11,51
83,91,27,43
84,101,7,49
97,103,15,57
97,104,11,53
94,106,28,53
97,111,7,51
98,112,15,52
94,123,11,51
98,121,26,52
91,112,7,72
106,103,14,76
93,102,11,75
82,115,27,72
108,104,7,79
110,100,14,74
141,99,12,72
141,97,27,79
98,98,7,56
119,111,15,49
96,113,11,51
88,114,27,56
105,105,7,70
97,103,15,57
94,106,11,53
95,95,26,51
123,97,13,51
122,141,15,52
125,101,20,51
117,94,26,55
124,116,13,52
113,101,15,54
102,108,12,55
103,108,27,83
113,103,18,94
99,144,14,125
95,153,11,63
107,123,27,48
99,101,13,41
120,101,15,43
107,96,11,43
109,102,27,41
117,102,7,43
146,95,15,45
103,98,11,46
134,112,27,44
92,113,7,42
89,110,15,49
135,123,12,44
92,156,27,44
99,156,7,43
99,164,15,45
85,113,12,44
110,118,27,73
89,99,7,51
112,100,15,46
156,94,11,46
265,96,27,43
123,93,6,52
109,94,22,47
110,101,12,47
98,96,27,46
80,95,13,45
81,94,15,66
76,99,12,46
74,106,27,45
74,116,7,45
83,119,15,50
82,103,11,50
77,101,27,59
82,108,6,56
80,113,15,56
79,96,12,57
79,99,27,60
83,96,7,60
86,103,15,52
74,103,11,53
76,106,27,59
87,95,7,77
81,98,15,76
79,96,12,73
84,105,27,70
84,135,7,66
87,98,15,67
90,94,11,83
80,94,27,77
78,100,7,66
135,97,15,67
123,100,11,73
97,98,27,66
85,97,7,68
73,101,16,69
72,98,12,72
83,114,27,66
110,104,12,68
143,99,15,69
81,103,12,70
98,104,27,69
79,101,6,68
80,96,15,67
86,97,12,67
94,99,27,68
85,96,7,72
85,94,14,73
88,109,11,85
95,96,27,71
79,97,8,68
83,101,15,70
77,95,12,69
79,97,27,67
78,104,12,68
86,117,15,66
90,112,12,67
80,105,27,68
83,126,7,69
86,101,15,68
131,101,12,68
104,110,27,71
121,109,7,69
96,125,15,69
85,98,12,68
87,96,27,67
84,95,7,71
135,97,16,68
79,112,12,68
92,116,27,67
97,116,13,68
113,101,15,72
106,78,12,69
95,75,27,68
90,92,7,69
111,93,15,75
95,102,12,71
128,98,29,72
105,102,9,71
84,108,15,83
91,96,12,72
97,115,27,71
100,117,7,72
97,108,15,74
116,127,11,73
91,95,28,73
116,106,7,116
94,109,16,96
84,106,11,82
83,122,28,84
86,110,7,81
103,113,16,82
134,112,13,82
94,101,20,71
84,105,8,72
105,104,13,69
88,96,16,70
81,105,19,68
80,103,7,73
82,101,13,88
102,129,13,79
78,94,26,93
85,71,11,75
85,77,15,72
71,89,12,68
76,91,27,64
118,93,12,88
110,83,16,79
110,80,12,79
82,82,27,78
88,80,14,77
86,80,15,73
89,82,11,104
98,83,45,71
116,91,11,69
78,89,23,65
81,71,13,65
94,69,30,73
77,69,17,76
119,110,17,72
81,83,12,71
87,84,28,69
82,83,7,64
80,85,17,72
71,69,13,75
70,78,30,67
78,69,8,63
75,73,18,76
86,68,14,66
95,78,29,68
76,79,8,74
72,72,18,68
82,72,14,65
72,84,29,59
70,86,7,69
73,84,18,67
78,100,13,71
85,112,28,74
88,116,8,63
120,109,16,60
96,111,11,62
116,99,27,65
97,113,7,77
90,110,17,69
100,83,12,71
89,76,27,63
86,77,8,57
123,76,17,61
134,104,12,70
119,88,28,69
110,83,7,79
100,76,17,68
89,82,13,67
82,80,27,60
83,86,7,68
115,77,17,67
86,81,26,65
89,86,24,67
83,87,8,67
83,77,17,74
86,75,11,66
87,93,27,63
84,77,8,58
85,75,16,60
81,73,10,62
79,72,23,67
79,74,7,65
77,72,14,69
77,73,10,70
75,74,23,69
77,74,10,69
80,73,16,71
74,76,11,76
71,73,25,74
75,79,6,66
78,76,16,71
75,74,11,71
76,85,25,68
76,80,8,66
78,92,17,63
76,94,12,56
87,124,25,47
77,149,7,56
75,166,17,48
79,152,11,49
112,134,27,56
98,108,7,47
122,102,16,52
149,84,11,49
180,79,37,47
169,69,7,50
129,68,17,49
140,68,12,47
118,76,33,48
106,77,7,48
123,77,16,51
84,69,12,52
93,69,26,52
79,67,8,53
78,68,16,60
77,66,11,44
99,66,29,48
77,87,7,43
83,78,18,46
69,75,17,43
70,74,26,44
70,68,7,44
74,66,17,45
72,67,12,52
84,71,26,48
72,68,7,68
69,67,17,50
73,70,12,44
71,67,26,53
68,66,7,46
70,66,15,46
79,69,10,52
76,82,27,53
72,73,6,61
74,74,13,62
67,72,10,64
72,68,21,61
79,67,9,58
108,67,17,59
85,79,12,63
73,81,25,61
73,73,12,59
71,73,17,61
68,69,10,64
69,71,21,67
68,67,10,65
81,71,14,66
79,68,13,67
76,73,22,67
69,69,11,67
72,69,15,72
69,69,13,78
68,78,21,70
83,117,12,50
74,90,15,50
74,82,13,52
70,83,21,53
70,79,8,51
69,78,13,54
103,85,12,55
80,75,18,65
82,82,14,80
76,78,11,64
76,92,11,62
76,88,18,65
79,70,15,66
90,77,11,68
75,80,12,63
75,86,21,64
82,78,12,62
94,70,13,62
94,74,12,65
75,71,19,74
88,108,7,69
80,70,12,62
79,69,12,64
76,94,18,63
73,84,7,68
68,74,13,76
69,88,12,80
133,77,18,50
78,76,7,44
76,81,12,51
77,76,11,51
82,86,17,48
81,109,7,57
98,105,12,52
90,103,12,60
83,82,18,42
80,111,9,43
83,118,13,45
88,102,11,45
86,102,19,43
81,124,8,40
75,96,12,43
84,109,15,43
123,132,19,43
116,128,10,49
114,116,13,73
148,106,14,64
121,116,20,66
133,119,11,61
107,122,13,67
140,123,12,71
112,142,19,85
95,117,7,83
85,105,12,50
82,97,13,47
24,103,20,49
156,130,10,48
7,103,13,51
172,108,12,49
105,108,18,54
104,111,8,78
134,117,12,74
96,112,12,78
147,103,18,79
98,93,26,76
124,160,37,74
102,131,14,74
99,106,35,66
172,103,14,66
143,96,18,68
108,108,18,69
113,91,29,66
127,87,12,67
100,106,19,68
101,103,21,67
82,96,39,69
111,105,10,72
106,128,17,66
93,105,20,72
94,87,27,72
98,94,14,69
96,76,18,72
150,82,22,72
106,96,41,74
123,84,16,82
133,69,18,78
110,74,15,72
104,74,25,65
94,69,10,75
101,67,16,67
98,68,10,73
125,94,24,73
86,104,6,73
111,92,14,72
85,121,10,79
82,104,23,68
78,103,6,73
70,116,15,81
97,103,9,74
140,96,23,76
110,106,6,74
146,109,14,77
101,104,10,86
105,104,22,70
118,94,6,63
100,112,14,69
126,104,9,75
104,109,23,92
114,106,6,84
117,104,14,83
105,102,9,70
130,100,23,65
103,94,6,43
110,97,15,49
104,100,10,49
97,85,23,101
121,84,10,68
95,85,15,97
91,91,10,75
93,99,24,60
94,119,6,63
126,120,15,66
119,120,10,63
148,113,23,79
102,131,12,65
131,104,15,75
132,103,10,71
108,118,24,74
130,125,6,76
121,113,15,71
93,89,13,74
190,89,31,80
184,89,7,79
110,89,15,46
104,93,11,49
139,141,103,50
125,137,27,52
122,111,18,74
92,101,30,45
78,100,23,53
89,102,41,62
4,92,17,52
116,92,36,52
159,92,13,65
105,104,14,87
106,101,10,86
97,107,21,54
98,105,21,65
89,109,27,56
76,107,14,49
79,111,33,46
109,122,7,54
165,108,16,53
101,107,10,50
110,116,25,48
176,112,11,50
122,115,15,51
103,108,13,50
110,109,24,50
107,126,11,52
101,109,17,53
127,112,12,51
95,119,28,47
97,123,9,52
90,114,18,52
80,109,13,50
82,111,28,48
107,111,8,51
91,133,18,43
121,111,13,47
107,107,28,49
103,108,11,48
129,110,18,52
111,115,13,51
81,108,28,50
120,107,7,54
121,111,16,44
90,113,17,61
83,107,26,51
81,120,11,53
85,117,20,51
83,111,16,60
90,110,37,51
89,111,9,52
82,108,17,51
81,108,12,54
82,108,26,47
123,107,6,47
109,109,16,46
84,109,11,46
80,113,29,51
80,111,12,52
99,106,19,53
80,107,18,64
78,110,30,65
79,108,9,76
82,109,16,57
78,109,15,42
83,133,38,43
79,137,12,45
75,128,15,70
76,112,14,57
79,105,33,68
85,112,17,68
84,100,27,69
79,134,18,69
133,101,35,56
120,98,12,67
88,97,17,78
99,95,11,64
93,117,26,47
109,104,11,51
119,103,17,48
106,91,12,47
92,92,25,52
91,94,10,50
86,107,16,70
86,87,11,72
109,89,26,80
98,104,12,82
102,115,17,83
95,123,12,60
91,90,26,59
86,78,15,65
107,84,17,49
82,77,12,54
98,77,28,52
118,90,21,50
133,82,18,49
123,73,11,59
88,81,27,65
79,77,10,72
87,75,18,62
78,82,11,54
77,76,26,55
81,77,11,60
83,79,17,62
78,76,12,68
75,78,26,56
76,73,11,52
81,85,19,52
97,75,13,61
78,94,47,63
79,99,19,54
82,90,35,73
73,94,24,49
76,137,58,50
77,105,15,55
80,99,37,64
76,96,27,75
84,99,55,69
80,107,10,72
87,101,22,70
79,96,16,78
101,95,34,71
93,82,16,78
84,87,22,75
80,98,15,69
95,113,34,71
156,100,18,64
103,101,22,74
107,128,17,51
99,100,34,51
116,97,21,53
112,94,21,67
95,116,14,55
116,85,36,54
98,92,10,55
95,76,24,52
101,74,17,52
99,70,35,47
102,87,15,52
114,88,18,51
113,96,11,50
186,84,28,50
116,81,7,52
98,88,17,55
95,96,11,56
92,105,26,61
95,98,7,48
92,101,17,52
115,113,12,55
91,88,26,51
89,82,8,52
104,85,17,49
117,122,12,50
91,92,26,55
93,95,15,62
94,83,15,52
146,82,11,51
101,85,26,46
82,123,12,45
86,108,17,46
107,127,12,52
106,114,25,44
87,108,7,48
85,120,17,66
84,99,12,52
80,104,26,48
89,100,7,50
93,113,16,49
111,105,11,53
87,118,26,49
83,102,11,51
107,102,18,48
86,105,12,69
80,110,27,52
78,121,11,52
81,107,17,52
80,108,10,50
87,123,26,52
71,137,11,51
73,117,19,56
96,106,13,57
102,110,27,51
104,117,9,51
132,125,17,52
142,121,12,51
147,104,26,53
132,112,10,51
124,127,17,51
134,113,13,52
138,122,26,51
134,109,7,53
119,103,18,49
100,100,13,52
97,103,28,51
85,103,7,51
107,92,17,51
101,96,11,53
122,108,25,52
103,92,12,60
124,90,16,51
121,99,11,53
139,93,27,52
108,93,12,54
95,100,16,63
84,91,11,55
99,92,24,53
92,88,11,46
89,88,16,46
129,91,14,59
95,88,24,48
126,86,12,53
101,105,17,53
107,107,13,54
99,104,26,51
87,98,11,49
131,98,17,52
91,81,12,55
100,88,27,56
106,92,12,51
109,82,17,54
109,86,13,47
100,110,27,46
100,101,8,45
91,98,17,46
84,93,12,48
86,91,28,44
89,99,8,45
78,100,17,73
88,95,12,40
88,95,28,43
80,96,7,44
91,92,18,43
98,95,12,44
79,98,30,46
104,98,8,43
96,96,19,43
79,95,10,46
85,99,20,64
79,94,10,44
81,94,13,45
78,98,11,44
83,137,18,43
78,112,11,43
84,110,15,43
76,110,16,44
81,106,27,45
84,122,12,60
81,105,16,43
91,106,11,55
97,105,28,53
113,119,13,55
95,114,16,67
91,107,11,67
95,106,30,67
104,107,7,81
106,107,15,70
85,104,12,63
83,111,28,67
83,100,8,65
96,102,15,71
82,110,11,69
78,95,28,66
75,116,19,88
82,106,16,64
76,106,12,65
86,102,28,70
76,101,7,65
73,102,15,65
76,106,12,65
91,99,29,54
81,104,14,70
79,109,16,55
76,111,11,49
74,123,28,51
73,121,13,52
73,108,16,49
101,109,11,48
83,109,27,63
77,177,12,51
93,109,15,51
98,111,12,50
89,103,28,49
99,111,9,50
90,118,15,50
98,120,15,50
101,107,27,46
94,105,7,50
80,125,15,54
98,106,12,50
95,106,27,64
135,105,9,47
99,106,15,46
124,98,18,48
103,115,28,51
86,106,12,49
134,102,15,49
100,109,11,52
100,102,28,52
85,103,13,47
85,100,15,47
97,100,12,46
89,107,27,45
88,104,7,46
88,115,16,47
110,109,12,51
101,108,28,50
103,131,7,67
89,98,16,47
90,126,12,48
92,105,28,55
95,103,13,52
165,117,16,51
82,105,12,50
85,109,28,48
93,106,10,50
103,101,15,45
108,105,11,52
102,108,28,50
116,105,8,50
137,104,16,49
113,100,11,50
108,100,28,49
95,103,7,50
81,108,15,52
87,116,12,51
83,101,29,44
94,101,14,50
102,138,16,49
82,106,12,50
80,143,29,50
116,110,7,51
78,110,15,50
96,112,12,51
86,141,28,49
87,113,19,49
131,108,13,50
116,105,12,50
147,108,28,55
123,119,14,44
111,115,15,48
126,111,12,78
99,112,37,53
87,109,6,54
84,127,16,49
78,113,13,52
89,107,30,59
115,103,15,48
125,103,15,49
115,112,12,49
101,114,28,52
93,127,15,57
109,115,18,51
106,113,12,56
105,116,30,45
101,89,14,60
92,93,17,52
130,94,12,51
103,84,32,52
93,85,14,53
93,102,17,54
84,98,12,53
94,78,28,55
93,75,14,54
92,78,15,57
93,81,12,44
84,88,27,42
88,91,7,44
98,80,15,43
78,81,11,45
85,77,28,50
82,77,8,44
90,75,15,45
86,75,11,45
138,104,28,46
89,106,7,45
85,105,16,48
83,141,12,59
79,109,28,63
77,109,23,68
87,111,16,74
84,112,12,67
112,116,29,72
91,119,8,66
89,99,15,68
89,105,11,67
93,107,28,68
95,121,7,60
84,103,15,65
116,115,11,61
154,126,27,60
124,118,13,75
130,119,15,65
93,107,12,71
116,117,27,66
108,117,7,66
87,112,15,66
118,109,11,56
118,117,27,74
135,117,8,69
146,111,14,65
141,106,12,65
127,113,27,63
103,111,7,64
107,116,15,69
104,116,12,67
100,119,28,64
93,109,7,71
145,89,16,67
116,83,12,77
100,112,53,54
104,95,6,51
118,100,15,50
92,99,12,60
119,96,28,44
98,121,9,45
129,87,15,45
94,88,11,52
99,70,27,58
108,90,7,54
114,114,16,66
97,99,12,53
102,92,27,56
101,83,8,46
113,89,15,47
100,93,11,48
97,117,35,51
94,119,8,46
91,112,15,58
137,109,13,53
103,108,20,65
97,118,15,43
116,105,11,44
102,104,12,43
107,100,19,45
114,97,8,44
92,106,12,49
100,111,11,58
85,142,22,60
104,155,6,56
106,268,13,50
93,237,9,50
91,175,39,50
88,207,6,50
98,129,15,53
97,88,12,51
117,117,41,50
180,756,19,53
129,112,29,70
142,107,18,50
111,111,51,49
121,770,13,50
118,124,26,50
104,114,22,49
163,103,52,50
137,109,11,51
120,103,24,51
204,112,15,49
164,112,36,50
785,97,10,51
125,106,22,51
89,98,16,55
91,95,33,52
107,99,9,57
83,96,20,45
104,105,39,43
83,100,34,44
80,99,13,44
102,96,22,77
83,100,15,66
100,102,39,71
88,104,10,68
93,102,22,61
101,95,16,78
86,109,33,69
77,97,10,76
92,92,19,82
99,112,19,94
78,107,27,113
105,100,7,128
87,101,17,83
97,106,11,76
88,100,26,75
86,108,8,76
98,103,17,76
102,99,12,82
91,96,27,74
107,108,7,76
106,99,17,85
91,92,11,91
86,90,28,82
109,91,7,79
94,88,27,69
100,93,13,72
90,98,28,66
123,97,7,67
82,100,16,67
99,106,12,64
93,105,27,68
91,117,8,69
93,109,16,67
100,110,12,44
95,110,27,43
93,120,7,44
113,111,16,43
104,123,12,43
116,134,28,41
117,144,7,46
106,118,16,67
102,110,11,61
114,110,26,64
108,107,7,69
108,117,15,71
112,106,12,63
155,103,26,67
132,103,8,63
90,100,16,62
92,107,10,53
82,99,24,54
87,97,7,53
149,97,14,52
104,96,9,51
93,83,23,55
88,109,6,52
82,69,14,50
131,67,10,87
93,70,22,51
100,70,18,51
92,66,17,52
105,99,11,50
83,88,26,51
89,73,7,51
83,77,17,51
85,77,12,50
83,92,26,54
81,100,7,62
86,108,15,49
89,87,12,48
82,110,27,50
82,142,7,50
87,121,17,49
92,105,12,50
90,108,26,51
113,125,7,48
124,114,17,62
125,113,12,51
106,119,28,49
124,119,7,55
114,115,16,51
110,109,11,44
106,97,26,50
104,90,8,49
112,80,17,51
111,80,12,54
111,94,26,57
94,86,7,50
91,112,17,50
85,115,11,50
96,110,26,45
92,156,9,52
92,110,18,51
86,92,11,49
86,95,23,47
93,98,11,59
131,96,17,56
105,96,16,80
94,95,23,80
98,93,12,78
96,106,18,66
94,124,12,63
86,96,28,83
84,102,7,85
96,116,17,77
87,99,12,76
78,97,27,73
84,93,7,74
84,91,17,76
108,90,13,72
93,88,28,74
124,96,7,77
108,90,17,73
105,89,11,73
112,87,25,75
81,96,8,74
81,102,17,73
77,100,10,74
82,98,25,75
76,106,7,82
108,108,14,76
76,108,10,66
118,99,24,75
99,97,6,73
98,107,15,75
102,96,10,76
88,95,25,76
89,103,7,74
107,149,16,74
93,82,11,78
105,89,27,73
93,109,7,74
94,117,16,77
88,111,10,73
80,113,28,78
92,108,9,74
95,115,16,74
97,114,12,73
96,106,28,75
111,92,7,77
105,83,17,78
120,83,12,73
113,84,27,78
100,91,7,73
96,95,17,74
102,83,12,74
185,82,32,74
96,79,6,75
90,81,18,77
82,83,10,86
81,83,26,93
81,84,7,84
85,96,17,83
93,94,11,77
78,95,24,81
76,96,6,78
75,96,15,79
78,91,10,102
120,94,23,88
95,90,7,96
89,101,37,89
85,98,12,84
85,101,25,86
80,98,7,84
104,116,17,61
92,141,12,53
96,149,27,58
95,115,7,76
100,108,17,73
96,105,12,72
98,108,27,76
90,102,8,69
152,96,17,63
196,96,12,56
20,90,27,56
115,110,7,55
112,95,17,53
111,104,12,51
123,123,26,55
97,124,8,85
95,96,18,68
106,94,11,74
115,97,25,75
91,102,7,79
93,108,25,67
103,107,15,75
122,96,25,100
106,94,7,70
104,94,15,73
88,101,10,73
84,111,23,72
115,105,7,75
116,99,14,72
95,97,10,74
98,96,36,85
96,98,8,72
123,99,17,72
96,103,12,75
114,80,26,74
141,72,8,82
101,65,18,78
105,85,12,88
95,71,28,76
122,68,6,76
99,64,17,75
104,70,12,73
90,70,27,74
84,98,8,75
82,91,17,73
101,76,11,84
92,67,27,79
81,70,7,64
90,73,16,72
80,75,13,79
80,99,27,71
104,93,7,74
97,71,15,74
87,79,9,73
91,78,23,74
82,75,6,76
88,83,14,65
86,77,9,68
111,69,23,73
105,89,7,70
87,91,15,75
86,88,9,78
92,72,29,79
83,84,9,85
91,72,18,79
86,78,11,83
85,81,28,85
83,78,7,95
102,71,17,77
84,83,11,75
97,93,27,106
94,77,8,106
86,73,17,108
95,85,12,85
102,117,25,93
88,86,7,80
94,69,17,78
93,81,12,63
86,69,25,83
81,93,7,92
90,107,16,84
90,103,11,97
113,97,25,85
90,91,7,50
86,93,17,76
90,95,11,72
94,90,26,83
110,103,7,80
97,91,18,79
92,88,13,88
84,89,28,77
80,95,8,48
96,91,17,53
121,89,12,77
97,90,27,80
83,87,8,68
88,88,19,83
80,112,12,75
76,100,31,66
87,89,8,68
81,91,19,83
77,90,12,76
85,143,29,83
82,93,8,85
77,88,19,76
106,87,15,83
85,114,24,78
83,126,7,90
85,111,17,81
78,99,11,70
82,102,26,70
81,101,7,70
84,97,17,62
80,102,10,66
91,74,26,50
119,79,7,50
92,78,14,51
99,90,12,51
